id,state,lga,facility_name,Data source,corrected_facility_name
541,Delta,Warri South,Ebony Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Icon Clinic
542,Delta,Warri South,Sage Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Sage Clinic
543,Delta,Warri South,Kings Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,King's View Clinic
544,Delta,Warri South,Island Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Midland Clinic
545,Delta,Warri South,Limelight Clinic/hospital,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
546,Delta,Warri South,Galiway Skane hospital,Delta and Anambra Sample Shipment Mapping.xlsx,Galway Skane Hospital
547,Delta,Warri South,Vicah Clinic/hospital,Delta and Anambra Sample Shipment Mapping.xlsx,Lonia Clinic/Hospital
548,Delta,Warri South,Vertimon Clinic/hospital,Delta and Anambra Sample Shipment Mapping.xlsx,Twins Clinic/Hospital
549,Delta,Warri South,Bryant Hospital ,Delta and Anambra Sample Shipment Mapping.xlsx,Brema Hospital
550,Delta,Warri South,Victory Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Victory Clinic
551,Delta,Warri South,Ebony Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Icon Clinic
552,Delta,Warri South,Sage Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Sage Clinic
553,Delta,Warri South,Kings Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,King's View Clinic
554,Delta,Warri South,Island Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Midland Clinic
555,Delta,Warri South,Limelight Clinic/hospital,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
556,Delta,Warri South,Galiway Skane hospital,Delta and Anambra Sample Shipment Mapping.xlsx,Galway Skane Hospital
557,Delta,Warri South,Vicah Clinic/hospital,Delta and Anambra Sample Shipment Mapping.xlsx,Lonia Clinic/Hospital
558,Delta,Warri South,Vertimon Clinic/hospital,Delta and Anambra Sample Shipment Mapping.xlsx,Twins Clinic/Hospital
559,Delta,Warri South,Bryant Hospital ,Delta and Anambra Sample Shipment Mapping.xlsx,Brema Hospital
560,Delta,Warri South,St. Andrew's Hospital warri,Delta and Anambra Sample Shipment Mapping.xlsx,St. Andrew Hospital
561,Delta,Warri South,Assumption Catholic Hospital warri,Delta and Anambra Sample Shipment Mapping.xlsx,Assumption Catholic Hospital
562,Delta,Warri South,Salem Clinic and Maternity Warri,Delta and Anambra Sample Shipment Mapping.xlsx,Salem Clinic And Maternity
563,Delta,Aniocha North,Ajulu Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Ajulu Clinic
564,Delta,Aniocha North,Goodnews hospital and maternity,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
565,Delta,Aniocha North,Glory To God Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Glory To God Medical Clinic
566,Delta,Aniocha South,Mother of Mercy hospital and Maternity,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
567,Delta,Aniocha South,Banos hospital,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
568,Delta,Aniocha South,St. Theresa's Hospital Isele-Uku,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
569,Delta,Oshimili North,The Ark Medical Center,Delta and Anambra Sample Shipment Mapping.xlsx,Obule  Medical Center
570,Delta,Oshimili North,Group Christain Medical Centre,Delta and Anambra Sample Shipment Mapping.xlsx,Up-Christ Medical Centre
571,Delta,Oshimili North,Holy Cross Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
572,Delta,Oshimili South,El-Comfort,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
573,Delta,Oshimili South,St Rebecca hospital,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
574,Delta,Oshimili South,St Lukes hospital,Delta and Anambra Sample Shipment Mapping.xlsx,St Luke'S Hospital
575,Delta,Oshimili South,Maduemezie Hospital,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
576,Delta,Oshimili South,Good Samaritan Hospital,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
577,Delta,Oshimili South,Temple Clinic Asaba,Delta and Anambra Sample Shipment Mapping.xlsx,Temple Clinic
578,Delta,Oshimili South,"Afolabi Hospital, Asaba",Delta and Anambra Sample Shipment Mapping.xlsx,not_found
579,Delta,Oshimili South,"Kanayo Hospital, Asaba",Delta and Anambra Sample Shipment Mapping.xlsx,not_found
580,Delta,Oshimili South,Comfort Consult Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Comfort Consult Clinic
581,Delta,Oshimili South,St. Joseph Hospital Asaba,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
582,Delta,Ukwuani,Dominion Care Medical Centre,Delta and Anambra Sample Shipment Mapping.xlsx,Dominion Care Medical Centre
583,Delta,Ukwuani,Tonia Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Wima Clinic
584,Delta,Ukwuani,Trinity Hospital,Delta and Anambra Sample Shipment Mapping.xlsx,Trinity Hospital
585,Delta,Ukwuani,ST Philomena Nursing and Maternity Home,Delta and Anambra Sample Shipment Mapping.xlsx,Twins Nursing and Maternity Home
586,Delta,Ukwuani,Catholic hospital Obiaruku,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
587,Delta,Ukwuani,Catholic hospital Obiaruku,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
588,Delta,Uvwie,Humanity hospital,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
589,Delta,Uvwie,Westend hospital,Delta and Anambra Sample Shipment Mapping.xlsx,Westend Hospital
590,Delta,Uvwie,Dayspring Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Day Spring Clinic
591,Delta,Uvwie,Winners Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
592,Delta,Uvwie,B.U Clinics & Hospital Ltd.,Delta and Anambra Sample Shipment Mapping.xlsx,B.U Clinic & Hospital Limited
593,Delta,Uvwie,"Winrose Clinic Enerhen, Effurun",Delta and Anambra Sample Shipment Mapping.xlsx,not_found
594,Delta,Uvwie,"Good News hospital, Ekpan",Delta and Anambra Sample Shipment Mapping.xlsx,not_found
595,Delta,Uvwie,"Abiyuwa Clinic, Effurun",Delta and Anambra Sample Shipment Mapping.xlsx,not_found
596,Delta,Uvwie,"The Ark Clinic, Effurun",Delta and Anambra Sample Shipment Mapping.xlsx,not_found
597,Delta,Uvwie,"3-H Clinic, Effurun",Delta and Anambra Sample Shipment Mapping.xlsx,not_found
598,Delta,Uvwie,"Winlove Clinic, Effurun",Delta and Anambra Sample Shipment Mapping.xlsx,not_found
599,Delta,Uvwie,Capitol Hill Hospital,Delta and Anambra Sample Shipment Mapping.xlsx,Capitol Hill Clinic/Hospital
600,Delta,Uvwie,Cleve Hill Hospital,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
601,Delta,Uvwie,"Bendel Clinic, Enerhen, Effurun",Delta and Anambra Sample Shipment Mapping.xlsx,not_found
602,Delta,Uvwie,Sunrise Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Sunrise Clinic
603,Delta,Uvwie,Concord Nursing and Maternity Home,Delta and Anambra Sample Shipment Mapping.xlsx,Joy Nursing and Maternity Home
604,Delta,Uvwie,"Group Christian Medical, Centre, Effurun",Delta and Anambra Sample Shipment Mapping.xlsx,not_found
605,Delta,Uvwie,Sunrise Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Sunrise Clinic
606,Delta,Uvwie,Concord Nursing and Maternity Home,Delta and Anambra Sample Shipment Mapping.xlsx,Joy Nursing and Maternity Home
607,Delta,Uvwie,"Group Christian Medical, Centre, Effurun",Delta and Anambra Sample Shipment Mapping.xlsx,not_found
608,Delta,Bomadi,Amazing Grace Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Amazing Grace God Clinic
609,Delta,Bomadi,Our Saviour hospital,Delta and Anambra Sample Shipment Mapping.xlsx,Our Saviour's Hospital
610,Delta,Bomadi,Our Lady of Waters PHC Bomadi,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
611,Delta,Burutu,Island Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,Midland Clinic
612,Delta,Burutu,New Foundation Clinic,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
613,Delta,Ethiope East,Acumen Hospital & Maternity,Delta and Anambra Sample Shipment Mapping.xlsx,3-H Hospital & Maternity
614,Delta,Ethiope East,Divine Peace Clinic & Maternity,Delta and Anambra Sample Shipment Mapping.xlsx,Divine Peace Clinic And Maternity
615,Delta,Ethiope East,Alpars Hosp and Maternity,Delta and Anambra Sample Shipment Mapping.xlsx,Alpars Hospital And Maternity
616,Delta,Ethiope East,St. Francis Catholic Hospital,Delta and Anambra Sample Shipment Mapping.xlsx,St Francis Catholic Hospital
617,Delta,Ethiope West,Avila Clinic & Maternity,Delta and Anambra Sample Shipment Mapping.xlsx,Viva Clinic /Maternity
618,Delta,Ethiope West,Maranatha Clinic and Maternity,Delta and Anambra Sample Shipment Mapping.xlsx,Faith Clinic And Maternity
619,Delta,Ethiope West,Health is Wealth,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
620,Delta,Ethiope West,Our lady of Nigeria Catholic Hospital,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
621,Delta,Okpe,Grace At Work Nursing & Maternity Home,Delta and Anambra Sample Shipment Mapping.xlsx,Faith Nursing & Maternity Home
622,Delta,Okpe,"BMS Hospital, Osubi",Delta and Anambra Sample Shipment Mapping.xlsx,not_found
623,Delta,Okpe,Shammar Med. Cen Oku Otomewo,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
624,Delta,Okpe,Jotal,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
625,Delta,Okpe,God Reigns Clinic & Maternity Jeddo,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
626,Delta,Okpe,DAAS HospitalUghoton,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
627,Delta,Okpe,Okporuariefe Joseph Healing Home,Delta and Anambra Sample Shipment Mapping.xlsx,not_found
628,FCT,Abaji,ABAJI GENERAL HOSPITAL ,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
629,FCT,Abaji,AYAURA PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
630,FCT,AMAC,National hospital Abuja,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,National Hospital (Abuja)
631,FCT,AMAC,NIRPD Idu,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
632,FCT,AMAC,DEFENCE  HEADQUARTERS ABUJA(DHQ),LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
633,FCT,AMAC,Garki Private Hospital,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,Sauki Private Hospital
634,FCT,AMAC,Wuse Gen. Hospital,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,Wuse General Hospital
635,FCT,AMAC,Maitama District Hospital,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,Maitama District Hospital
636,FCT,AMAC,Apo Resettlement PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
637,FCT,AMAC,KABUSA PHC ,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
638,FCT,AMAC,ASOKORO DISTRICT HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
639,FCT,AMAC,Nyanya General Hospital,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,Nyanya General Hospital
640,FCT,AMAC,KARSHI GENERAL HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
641,FCT,AMAC,Kuchingoro PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
642,FCT,AMAC,DSS MEDICAL CENTRE,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
643,FCT,Bwari,KUBWA GENERAL HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
644,FCT,Bwari,Bwari General Hospital,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,Kwali General Hospital
645,FCT,Bwari,SHERE PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
646,FCT,AMAC,Mpape PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
647,FCT,Bwari,Kubwa General Hopsital,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,Kubwa General Hospital
648,FCT,Bwari,Dutse-Alhaji PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
649,FCT,gwagwalada,GWAGWALADA TOWNSHIP CLINIC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
650,FCT,gwagwalada,ZUBA PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
651,FCT,gwagwalada,GWAKO PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
652,FCT,gwagwalada,DOBI PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
653,FCT,Kuje,KUJE PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
654,FCT,Kuje,DAFARA PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
655,FCT,Kuje,GENERAL HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
656,FCT,Kwali,BASIC HEALTH CENTRE,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
657,FCT,Kwali,"FAMILY SUPPORT PHC, JANGOJI",LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
658,FCT,Kwali,SHEDA HEALTH POST,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
659,kano,Ajingi LGA,Wudil GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
660,kano,Albasu LGA ,Garko CHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
661,kano,Bagwai LGA,D/Tofa GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
662,kano,Bagwai LGA,Bichi GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
663,kano,Bagwai LGA,Gwarzo GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
664,kano,Bebeji LGA ,T/wada GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
665,kano,Bebeji LGA ,Kura GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
666,kano,Bichi LGA,Bichi GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
667,kano,Bunkure LGA ,Rano GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
668,kano,Dawakin kudu LGA ,AKTH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
669,kano,Dawakin kudu LGA ,BUK,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
670,kano,Dawakin kudu LGA ,Annur,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
671,kano,Dawakin Tofa LGA ,D/tofa,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
672,kano,Dala LGA ,Kurna Chest clinic,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
673,kano,Dambatta LGA ,IDH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
674,kano,Dambatta LGA ,Minibir GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
675,kano,Doguwa LGA ,T/wada GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
676,kano,Fagge LGA,IDH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
677,kano,Garun Malam ,Kura GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
678,kano,Gabasawa LGA ,Minjibir GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
679,kano,Gabasawa LGA ,SMSSH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
680,kano,Garko PHC,Garko CHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
681,kano,Gaya LGA ,Wudil GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
682,kano,Gezawa LGA ,Minjibir GH ,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
683,kano,Gezawa LGA ,SMSSH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
684,kano,Gwale LGA ,Kabuga PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
685,kano,Gwarzo LGA,Gwarzo GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
686,kano,Kabo LGA,Gwarzo GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
687,kano,Kabo LGA,D/Tofa GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
688,kano,Karaye LGA,Gwarzo GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
689,kano,Kibiya  LGA,Rano GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
690,kano,Kiru LGA ,T/wada GH ,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
691,kano,KMC LGA ,MMSH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
692,kano,KMC LGA ,HBPH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
693,kano,Kumbotso LGA ,AKTH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
694,kano,Kumbotso LGA ,Kabuga PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
695,kano,Kumbotso LGA ,BUK ,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
696,kano,Kumbotso LGA ,Annur,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
697,kano,Kumbotso LGA ,SMSH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
698,kano,Kunchi LGA ,Bichi GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
699,kano,Kunchi LGA ,D/tofa,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
700,kano, Kura LGA ,Kura LGA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
701,kano,Madobi LGA,AKTH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
702,kano,Madobi LGA,Kabuga,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
