id,state,lga,facility_name,Data source,corrected_facility_name
703,kano,Makoda ,,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
704,kano,Madobi LGA,Minjibir GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
705,kano,Nassarawa LGA,MAWTH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
706,kano,Nassarawa LGA,SMSSH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
707,kano,Nassarawa LGA,Ahmadiyya,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
708,kano,Rano LGA ,Rano GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
709,kano,Rimin Gado LGA,Gwarzo GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
710,kano,Rimin Gado LGA,Kabuga PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
711,kano,Rogo LGA ,Gwarzo GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
712,kano,Shanono LGA,Bichi,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
713,kano,Shanono LGA,D/tofa,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
714,kano,Sumaila LGA ,Garko CHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
715,kano,Tudun Wada LGA,T/wada GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
716,kano,Takai LGA,Garko CHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
717,kano,Tarauni LGA,AKTH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
718,kano,Tarauni LGA,Annur,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
719,kano,TOFA LGA,D/tofa GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
720,kano,TOFA LGA,Kabuga PHC,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
721,kano,Tsanyawa LGA,Bichi GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
722,kano,Tsanyawa LGA,D/tofa GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
723,kano,UNGOGO  LGA,IDH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
724,kano,UNGOGO  LGA,Minjibir GH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
725,kano,UNGOGO  LGA,Kurna Chest Xray,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
726,kano,Warawa LGA ,SMSSH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
727,kano,Warawa LGA ,AKTH,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
728,kano,Warawa LGA ,Annur,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
729,kano,Widil LGA ,Wudil Gh,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
730,Kaduna,BIRNIN GWARI,B.D.T.H KADUNA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
731,Kaduna,CHIKUN,DR. GWAMNA AWAN HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
732,Kaduna,CHIKUN,ST.GERARD HOSP. KAKURI,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
733,Kaduna,GIWA,ABUTH SHIKA ZARIA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
734,Kaduna,IGABI,YUSUF DANTSOHO MEMORIAL HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
735,Kaduna,IGABI,44NARHK,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
736,Kaduna,IGABI,B.D.T.H KADUNA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
737,Kaduna,IKARA,GENERAL HOSPITAL IKARA ,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
738,Kaduna,JABA,GH KAFANCHAN,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
739,Kaduna,JEMA'A,GH KAFANCHAN,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
740,Kaduna,JEMA'A,GENERAL HOSPITAL KAGARKO,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
741,Kaduna,KACHIA,GH KACHIA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
742,Kaduna,KADUNA NORTH,B.D.T.H KADUNA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
743,Kaduna,KADUNA SOUTH,DR. GWAMNA AWAN HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
744,Kaduna,KADUNA SOUTH,YUSUF DANTSOHO MEMORIAL HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
745,Kaduna,KADUNA SOUTH,44NARHK,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
746,Kaduna,KADUNA SOUTH,ST.GERARD HOSP. KAKURI,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
747,Kaduna,KAGARKO,GH KAGARKO,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
748,Kaduna,KAJURU,DR. GWAMNA AWAN HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
749,Kaduna,KAJURU,GH KACHIA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
750,Kaduna,KAURA,GH KAFANCHAN,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
751,Kaduna,KAURU,GH SAMINAKA ,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
752,Kaduna,KAURU,ST. LUKES HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
753,Kaduna,KUBAU,GENERAL HOSPITAL IKARA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
754,Kaduna,KUDAN,ABUTH SHIKA ZARIA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
755,Kaduna,KUDAN,ST. LUKES HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
756,Kaduna,KUDAN,NTBLTC SAYE ZARIA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
757,Kaduna,LERE,GH SAMINAKA ,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
758,Kaduna,MAKARFI,GENERAL HOSPITAL IKARA ,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
759,Kaduna,SABON GARI,NTBLTC SAYE ZARIA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
760,Kaduna,SABON GARI,ABUTH SHIKA ZARIA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
761,Kaduna,SABON GARI,ST. LUKES HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
762,Kaduna,SANGA,GH KAFANCHAN,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
763,Kaduna,SOBA,GENERAL HOSPITAL IKARA ,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
764,Kaduna,ZAGON KATAF,GH KACHIA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
765,Kaduna,ZAGON KATAF,GENERAL HOSPITAL KAFANCHAN,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
766,Kaduna,ZARIA,NTBLTC SAYE ZARIA,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
767,Kaduna,ZARIA,ST. LUKES HOSPITAL,LIST OF DOT SITES IN THE FCT AND  THEIR MAPPED GENEXPERT SITES.xlsx,not_found
768,Rivers State,Abua_Odual,HUB 1: AYAMA MPHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
769,Rivers State,Abua_Odual,HUB 2: ANYU MPHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
770,Rivers State,Ahoada East,HUB 1: MPHCC AHOADA,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
771,Rivers State,Ahoada East,HUB 2: IHUGBOGO MPHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
772,Rivers State,Ahoada East,HUB 3:Okporomini Health Centre,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
773,Rivers State,Ahoada West,HUB 1: UBETA MPHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
774,Rivers State,Ahoada West,HUB 2: MPHC AKINIMA,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
775,Rivers State,Ahoada West,HUB 3: MPHC OKOGBE,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
776,Rivers State,Akuku Toru,HUB 1:  ABONNEMA MPHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
777,Rivers State,Akuku Toru,HUB 1:  MPHC KULA,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
778,Rivers State,Andoni,HUB 1: MPHC UNYEADA,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
779,Rivers State,Andoni,HUB 2: MPHC UNDEADA,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
780,Rivers State,Andoni,HUB 3: MPHC IKURU,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
781,Rivers State,Andoni,HUB 4: PHC IBOTIREM,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
782,Rivers State,Asari Toru,HUB 1: BMHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
783,Rivers State,Bonny,HUB 1: M.H.C BONNY,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
784,Rivers State,Bonny,HUB 2: Greens,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
785,Rivers State,Bonny,HUB 3: BANIGO,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
786,Rivers State,Bonny,HUB 4: MPHC PETERSIDE,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
787,Rivers State,Degema,HUB 1: MPHC USOKUN,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
788,Rivers State,Degema,HUB 2: MPHC BILLE,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
789,Rivers State,Degema,HUB 3: TOMBIA MPHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
790,Rivers State,Eleme,HUB 1: MPHC AKPAJO,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
791,Rivers State,Eleme,HUB 2: MPHC EBUBU ,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
792,Rivers State,Emohua,HUB 1: PHC NDELE,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
793,Rivers State,Emohua,HUB 2: MPHC OGBAKIRI,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
794,Rivers State,Etche,HUB 1: ULAKWO MPHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
795,Rivers State,Etche,"HUB 2: Gen Hosp, Okomoko",IAR TB SAMPLE MAPPING AND TARRIFF,not_found
796,Rivers State,Etche,HUB 1:KPOR MPHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
797,Rivers State,Gokana,HUB 1:KPOR MPHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
798,Rivers State,Gokana,HUB 2: TERABOR GEN. HOSP.,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
799,Rivers State,Ikwere,HUB 1: ZH ISIOKPO,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
800,Rivers State,Ikwere,HUB 2: OMAGWA H/C,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
801,Rivers State,Khana,HUB 1: PHC BORI,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
802,Rivers State,Khana,HUB 2: WIIYAAKARA,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
803,Rivers State,Obio-Akpo,HUB 1: MPHC RUMUODOMAYA,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
804,Rivers State,Obio-Akpo,HUB 2: MPHC RUMUEME,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
805,Rivers State,Obio-Akpo,HUB 3: RUMUKRUSHI,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
806,Rivers State,Ogba,HUB 1:  MPHC OBRIKOM,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
807,Rivers State,Ogba,HUB 2: OKWUZI,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
808,Rivers State,Ogba,HUB 3: MPHC NDONI,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
809,Rivers State,Ogba,HUB 4: MPHC EREMA,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
810,Rivers State,Ogu,HUB 1: MPHC OGU,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
811,Rivers State,Ogu,HUB 2: BHC BOLO,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
812,Rivers State,Ogu,HUB 3: OPUAMA H/C,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
813,Rivers State,Okrika,HUB 1: IBAKA MPHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
814,Rivers State,Okrika,HUB 2: ISAKA H/C,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
815,Rivers State,Okrika,HUB 3: OKOCHIRI,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
816,Rivers State,Omuma,HUB 1: PHC EBERI,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
817,Rivers State,Opobo_Nkoro,HUB 1: CHC OPOBO,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
818,Rivers State,Opobo_Nkoro,HUB 2: H/C NKORO,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
819,Rivers State,Oyigbo,HUB 1: CHC OYIGBO,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
820,Rivers State,Oyigbo,HUB 2: MPHC OBEAKPU,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
821,Rivers State,Oyigbo,HUB 3:ODUA H/F,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
822,Rivers State,Portharcourt,HUB 1: MGBUDUKWU MPHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
823,Rivers State,Portharcourt,HUB 2: ABULOMA MPHC,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
824,Rivers State,Tai,HUB 1: PHC  BUNU,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
825,Rivers State,Tai,HUB 2: MPHC NONWA,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
826,Rivers State,Tai,HUB 3: MPHC KOROKORO,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
827,Rivers State,Tai,HUB4: MPHC KIRA,IAR TB SAMPLE MAPPING AND TARRIFF,not_found
828,Abia, Umuahia North,FMC Umuahia,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
829,Abia,Umuahia North,"Abia Specialist Hosp. & Diagnostic Center, Amachara Umuahia",SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
830,Abia,Aba South,"Abia State University Teaching Hospital, Aba",SEZ Mapping of LGAs for Sample Shipment_Updated,Abia State University Teaching Hospital
831,Abia,Aba North,Seventh Day Adventist Hospital,SEZ Mapping of LGAs for Sample Shipment_Updated,Seventh Day Adventist Hospital
832,Abia,Ohafia,General Hospital Ohafia,SEZ Mapping of LGAs for Sample Shipment_Updated,Mbem Hospital Ohafia
833,Abia,Bende,NKECHI COLWELL HOSPITAL TB REFFERRAL HOSPIATL UZUAKOLI,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
834,Abia,Obingwa,GLOBAL HEALTH LABORATORIES,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
835,Abia,Osisioma,LIVING WORD MISSION HOSPITAL ABBA,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
836,Ebonyi, Ebonyi,St Patrick Hospital Abakaliki (Mile 4),SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
837,Ebonyi, Abakaliki,FETHA 1 ,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
838,Ebonyi, Ohaozara,"Mater Miscericordiae Hospital, Afikpo",SEZ Mapping of LGAs for Sample Shipment_Updated,Mater Misericordiae Hospital
839,Ebonyi, Ohaozara,"Presbyterian Joint Hospital, Uburu",SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
840,Ebonyi,Ohaukwu,General Hospital Ezzangbo,SEZ Mapping of LGAs for Sample Shipment_Updated,General  Hospital  Ikwo
841,Ebonyi, Ebonyi,Ebonyi State DRTB Treatment Centre Mile Four Abakaliki,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
842,Ebonyi,"Ezza South, Ikwo, Izzi",GH ONUEKE TB LAB-NIGERIA,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
843,Ebonyi,Ebonyi,Touch Diagnostica,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
844,Enugu,Enugu East,"Ntasiobi Specialist Hospital, Enugu East",SEZ Mapping of LGAs for Sample Shipment_Updated,Wesley Specialist Hospital Enugu
845,Enugu, Igbo Eze North,ENUGU EZIKE GENERAL HOSPITAL,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
846,Enugu,Awgu,UNIVERSITY OF NIGERIA TEACHING HOSPITAL (UNTH),SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
847,Enugu, Nsukka,Bishop Shanahan Hospital Nsukka,SEZ Mapping of LGAs for Sample Shipment_Updated,Bishop Shannahan Hospital
848,Enugu,Enugu North,ESUTH Teaching Hospital,SEZ Mapping of LGAs for Sample Shipment_Updated,ESUT Teaching Hospital Parklane
849,Enugu,Enugu East,"82 DIV Nigeria Army Hospital, Enugu",SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
850,Enugu,Enugu South,Eastern Nigeria Medical Centre,SEZ Mapping of LGAs for Sample Shipment_Updated,Eastern Nigeria Medical Centre
851,Enugu,Nkanu West,AGBANI GENERAL HOSPITAL,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
852,Enugu,Isi-Uzo,Ikem General Hospital,SEZ Mapping of LGAs for Sample Shipment_Updated,Ikem General Hospital
853,Enugu,Oji river,DISTRICT HOSPITAL OJI-RIVER,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
854,Enugu,Nsukka,DAUGHTERS OF DIVINE LOVE ,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
855,Enugu,Udi,Udi General Hospital,SEZ Mapping of LGAs for Sample Shipment_Updated,"Udi General Hospital, Udi"
856,Enugu,Enugu East,Annunciation Specialist Hospital Enugu,SEZ Mapping of LGAs for Sample Shipment_Updated,Annunciation Specialist Hospital
857,Enugu,Udenu,LONA LABORATORIES,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
858,Enugu,Enugu South,"NIGER FOUNDATION HOSPITAL (replaced OUR LADY HELP OF THE SICK, ADANI) ",SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
859,Imo,Orlu,IMSUTH,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
860,Imo,Owerri Municipal,FMC Owerri,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
861,Imo, Owerri West,Imo State Specialist Hospital,SEZ Mapping of LGAs for Sample Shipment_Updated,imo state specialist hopital
862,Imo,Isiala -Mbano,Mbano Joint Hospital,SEZ Mapping of LGAs for Sample Shipment_Updated,Mbano Joint Hospital
863,Imo, Orlu,"St. Damians Hospital, Orlu",SEZ Mapping of LGAs for Sample Shipment_Updated,St Damian Hospital
864,Imo,Owerri West,34 BMC Owerri,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
865,Imo, Owerri North,"Holy Rosary Hospital, Emekuku",SEZ Mapping of LGAs for Sample Shipment_Updated,Holy Rosery Hospital
866,Imo,Okigwe,"General Hospital, Okigwe",SEZ Mapping of LGAs for Sample Shipment_Updated,Gerald's Hospital Okigwe
867,Imo,Oru East/ ORU WEST,General Hospital Awo-Omamma,SEZ Mapping of LGAs for Sample Shipment_Updated,General Hospital Oguta
868,Imo,Ahiazu/Mbaise,General Hospital Aboh Mbaise,SEZ Mapping of LGAs for Sample Shipment_Updated,General Hospital Mbieri
869,Imo,Uruala,IMMACULATE HOSPITAL URUALA,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
870,Imo,"Ohaji, Oguta",GH OHAJI EGBEMA,SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
871,Imo,Owerri municipal,"EVERIGHT  DIAGNOSTIC LABORATORY, OWERRI",SEZ Mapping of LGAs for Sample Shipment_Updated,not_found
